Script started on 2023-03-21 16:32:56+01:00 [TERM="xterm-256color" TTY="/dev/pts/10" COLUMNS="109" LINES="26"]
not found: "/home/pi/ros2_galactic/install/qt_gui_cpp/share/qt_gui_cpp/local_setup.sh"
]0;asdfr_04@asdfr-rpi-4: ~/ASDfR/ros2_ws/src/timing/launch[01;32masdfr_04@asdfr-rpi-4[00m:[01;34m~/ASDfR/ros2_ws/src/timing/launch $[00m ros2 launch assignment23.py
[INFO] [launch]: All log files can be found below /home/asdfr_04/.ros/log/2023-03-21-16-33-15-833145-asdfr-rpi-4-6539
[INFO] [launch]: Default logging verbosity is set to INFO
Task exception was never retrieved


[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [Seq04-1]: process started with pid [6552]
[INFO] [Loop04-2]: process started with pid [6553]
[Seq04-1] [INFO] [1679412846.653249310] [seq04]: Publishing FROM SEQ04: '804
[Seq04-1] [INFO] [1679412846.655080000] [seq04]: Publishing FROM SEQ04: '805
[Seq04-1] [INFO] [1679412846.656883764] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.657338649] [seq04]: Publishing FROM SEQ04: '806
[Seq04-1] [INFO] [1679412846.662082188] [seq04]: Publishing FROM SEQ04: '807
[Seq04-1] [INFO] [1679412846.663875415] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.664301375] [seq04]: Publishing FROM SEQ04: '808
[Seq04-1] [INFO] [1679412846.666030954] [seq04]: Publishing FROM SEQ04: '809
[Seq04-1] [INFO] [1679412846.672006187] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.672382647] [seq04]: Publishing FROM SEQ04: '810
[Seq04-1] [INFO] [1679412846.677879106] [seq04]: Publishing FROM SEQ04: '811
[Seq04-1] [INFO] [1679412846.680740010] [seq04]: Loop04 topic received: '811
[Seq04-1] [INFO] [1679412846.682168518] [seq04]: Publishing FROM SEQ04: '812
[Seq04-1] [INFO] [1679412846.689052596] [seq04]: Loop04 topic received: '812
[Seq04-1] [INFO] [1679412846.689432167] [seq04]: Publishing FROM SEQ04: '813
[Seq04-1] [INFO] [1679412846.691541392] [seq04]: Publishing FROM SEQ04: '814
[Seq04-1] [INFO] [1679412846.693039862] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.693403063] [seq04]: Publishing FROM SEQ04: '815
[Seq04-1] [INFO] [1679412846.695435067] [seq04]: Publishing FROM SEQ04: '816
[Seq04-1] [INFO] [1679412846.697436052] [seq04]: Loop04 topic received: '816
[Seq04-1] [INFO] [1679412846.697875011] [seq04]: Publishing FROM SEQ04: '817
[Seq04-1] [INFO] [1679412846.700201994] [seq04]: Publishing FROM SEQ04: '818
[Seq04-1] [INFO] [1679412846.702083572] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.702446903] [seq04]: Publishing FROM SEQ04: '819
[Seq04-1] [INFO] [1679412846.705201364] [seq04]: Publishing FROM SEQ04: '820
[Seq04-1] [INFO] [1679412846.706982943] [seq04]: Loop04 topic received: '819
[Seq04-1] [INFO] [1679412846.707345847] [seq04]: Publishing FROM SEQ04: '821
[Seq04-1] [INFO] [1679412846.708814947] [seq04]: Publishing FROM SEQ04: '822
[Seq04-1] [INFO] [1679412846.713393969] [seq04]: Loop04 topic received: '822
[Seq04-1] [INFO] [1679412846.714077667] [seq04]: Publishing FROM SEQ04: '823
[Seq04-1] [INFO] [1679412846.716077411] [seq04]: Publishing FROM SEQ04: '824
[Seq04-1] [INFO] [1679412846.718010582] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.718383283] [seq04]: Publishing FROM SEQ04: '825
[Seq04-1] [INFO] [1679412846.720135881] [seq04]: Publishing FROM SEQ04: '826
[Seq04-1] [INFO] [1679412846.721726128] [seq04]: Loop04 topic received: '825
[Seq04-1] [INFO] [1679412846.722334679] [seq04]: Publishing FROM SEQ04: '827
[Seq04-1] [INFO] [1679412846.724034666] [seq04]: Publishing FROM SEQ04: '828
[Seq04-1] [INFO] [1679412846.726226576] [seq04]: Loop04 topic received: '828
[Seq04-1] [INFO] [1679412846.726673573] [seq04]: Publishing FROM SEQ04: '829
[Seq04-1] [INFO] [1679412846.728809223] [seq04]: Publishing FROM SEQ04: '830
[Seq04-1] [INFO] [1679412846.731043336] [seq04]: Loop04 topic received: '830
[Seq04-1] [INFO] [1679412846.731399889] [seq04]: Publishing FROM SEQ04: '831
[Seq04-1] [INFO] [1679412846.734042887] [seq04]: Publishing FROM SEQ04: '832
[Seq04-1] [INFO] [1679412846.736062483] [seq04]: Loop04 topic received: '832
[Seq04-1] [INFO] [1679412846.737834470] [seq04]: Publishing FROM SEQ04: '833
[Seq04-1] [INFO] [1679412846.739808289] [seq04]: Loop04 topic received: '833
[Seq04-1] [INFO] [1679412846.740172675] [seq04]: Publishing FROM SEQ04: '834
[Seq04-1] [INFO] [1679412846.742054883] [seq04]: Publishing FROM SEQ04: '835
[Seq04-1] [INFO] [1679412846.743997498] [seq04]: Loop04 topic received: '834
[Seq04-1] [INFO] [1679412846.744350403] [seq04]: Publishing FROM SEQ04: '836
[Seq04-1] [INFO] [1679412846.746174926] [seq04]: Publishing FROM SEQ04: '837
[Seq04-1] [INFO] [1679412846.747808414] [seq04]: Loop04 topic received: '836
[Seq04-1] [INFO] [1679412846.748221855] [seq04]: Publishing FROM SEQ04: '838
[Seq04-1] [INFO] [1679412846.750060323] [seq04]: Publishing FROM SEQ04: '839
[Seq04-1] [INFO] [1679412846.752678821] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.753097022] [seq04]: Publishing FROM SEQ04: '840
[Seq04-1] [INFO] [1679412846.755418745] [seq04]: Publishing FROM SEQ04: '841
[Seq04-1] [INFO] [1679412846.757003919] [seq04]: Loop04 topic received: '841
[Seq04-1] [INFO] [1679412846.757360897] [seq04]: Publishing FROM SEQ04: '842
[Seq04-1] [INFO] [1679412846.759113625] [seq04]: Publishing FROM SEQ04: '843
[Seq04-1] [INFO] [1679412846.761497255] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.763111891] [seq04]: Publishing FROM SEQ04: '844
[Seq04-1] [INFO] [1679412846.765115043] [seq04]: Loop04 topic received: '844
[Seq04-1] [INFO] [1679412846.765481429] [seq04]: Publishing FROM SEQ04: '845
[Seq04-1] [INFO] [1679412846.767008843] [seq04]: Publishing FROM SEQ04: '846
[Seq04-1] [INFO] [1679412846.768962884] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.769329548] [seq04]: Publishing FROM SEQ04: '847
[Seq04-1] [INFO] [1679412846.771154868] [seq04]: Publishing FROM SEQ04: '848
[Seq04-1] [INFO] [1679412846.772887558] [seq04]: Loop04 topic received: '847
[Seq04-1] [INFO] [1679412846.774162716] [seq04]: Publishing FROM SEQ04: '849
[Seq04-1] [INFO] [1679412846.777907613] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.778330110] [seq04]: Publishing FROM SEQ04: '850
[Seq04-1] [INFO] [1679412846.782827262] [seq04]: Publishing FROM SEQ04: '851
[Seq04-1] [INFO] [1679412846.784824580] [seq04]: Loop04 topic received: '851
[Seq04-1] [INFO] [1679412846.785190151] [seq04]: Publishing FROM SEQ04: '852
[Seq04-1] [INFO] [1679412846.789803283] [seq04]: Publishing FROM SEQ04: '853
[Seq04-1] [INFO] [1679412846.791044366] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.791403697] [seq04]: Publishing FROM SEQ04: '854
[Seq04-1] [INFO] [1679412846.793380756] [seq04]: Publishing FROM SEQ04: '855
[Seq04-1] [INFO] [1679412846.799989244] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.800676294] [seq04]: Publishing FROM SEQ04: '856
[Seq04-1] [INFO] [1679412846.802369985] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.802823352] [seq04]: Publishing FROM SEQ04: '857
[Seq04-1] [INFO] [1679412846.805234723] [seq04]: Publishing FROM SEQ04: '858
[Seq04-1] [INFO] [1679412846.806718656] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.807087005] [seq04]: Publishing FROM SEQ04: '859
[Seq04-1] [INFO] [1679412846.808890251] [seq04]: Publishing FROM SEQ04: '860
[Seq04-1] [INFO] [1679412846.810910162] [seq04]: Loop04 topic received: '860
[Seq04-1] [INFO] [1679412846.811273974] [seq04]: Publishing FROM SEQ04: '861
[Seq04-1] [INFO] [1679412846.813067090] [seq04]: Publishing FROM SEQ04: '862
[Seq04-1] [INFO] [1679412846.815689200] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.816052049] [seq04]: Publishing FROM SEQ04: '863
[Seq04-1] [INFO] [1679412846.817994127] [seq04]: Publishing FROM SEQ04: '864
[Seq04-1] [INFO] [1679412846.819764965] [seq04]: Loop04 topic received: '863
[Seq04-1] [INFO] [1679412846.820180129] [seq04]: Publishing FROM SEQ04: '865
[Seq04-1] [INFO] [1679412846.821893005] [seq04]: Publishing FROM SEQ04: '866
[Seq04-1] [INFO] [1679412846.824327487] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.825476589] [seq04]: Publishing FROM SEQ04: '867
[Seq04-1] [INFO] [1679412846.827070318] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.828335049] [seq04]: Publishing FROM SEQ04: '868
[Seq04-1] [INFO] [1679412846.830764049] [seq04]: Loop04 topic received: '868
[Seq04-1] [INFO] [1679412846.832360334] [seq04]: Publishing FROM SEQ04: '869
[Seq04-1] [INFO] [1679412846.834180653] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.834543632] [seq04]: Publishing FROM SEQ04: '870
[Seq04-1] [INFO] [1679412846.836519988] [seq04]: Publishing FROM SEQ04: '871
[Seq04-1] [INFO] [1679412846.838225123] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.838670620] [seq04]: Publishing FROM SEQ04: '872
[Seq04-1] [INFO] [1679412846.840863177] [seq04]: Publishing FROM SEQ04: '873
[Seq04-1] [INFO] [1679412846.842843459] [seq04]: Loop04 topic received: '873
[Seq04-1] [INFO] [1679412846.843252252] [seq04]: Publishing FROM SEQ04: '874
[Seq04-1] [INFO] [1679412846.845088275] [seq04]: Publishing FROM SEQ04: '875
[Seq04-1] [INFO] [1679412846.847674163] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.848085252] [seq04]: Publishing FROM SEQ04: '876
[Seq04-1] [INFO] [1679412846.850283551] [seq04]: Publishing FROM SEQ04: '877
[Seq04-1] [INFO] [1679412846.852511367] [seq04]: Loop04 topic received: '877
[Seq04-1] [INFO] [1679412846.853809802] [seq04]: Publishing FROM SEQ04: '878
[Seq04-1] [INFO] [1679412846.855766991] [seq04]: Loop04 topic received: '878
[Seq04-1] [INFO] [1679412846.856122118] [seq04]: Publishing FROM SEQ04: '879
[Seq04-1] [INFO] [1679412846.857902753] [seq04]: Publishing FROM SEQ04: '880
[Seq04-1] [INFO] [1679412846.859261798] [seq04]: Loop04 topic received: '879
[Seq04-1] [INFO] [1679412846.859705702] [seq04]: Publishing FROM SEQ04: '881
[Seq04-1] [INFO] [1679412846.861909334] [seq04]: Publishing FROM SEQ04: '882
[Seq04-1] [INFO] [1679412846.863926059] [seq04]: Loop04 topic received: '882
[Seq04-1] [INFO] [1679412846.864285353] [seq04]: Publishing FROM SEQ04: '883
[Seq04-1] [INFO] [1679412846.865196994] [seq04]: Publishing FROM SEQ04: '884
[Seq04-1] [INFO] [1679412846.866092339] [seq04]: Publishing FROM SEQ04: '885
[Seq04-1] [INFO] [1679412846.866957166] [seq04]: Publishing FROM SEQ04: '886
[Seq04-1] [INFO] [1679412846.867661365] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.867975399] [seq04]: Publishing FROM SEQ04: '887
[Seq04-1] [INFO] [1679412846.868862781] [seq04]: Publishing FROM SEQ04: '888
[Seq04-1] [INFO] [1679412846.869796256] [seq04]: Publishing FROM SEQ04: '889
[Seq04-1] [INFO] [1679412846.870658824] [seq04]: Loop04 topic received: '887
[Seq04-1] [INFO] [1679412846.870998025] [seq04]: Publishing FROM SEQ04: '890
[Seq04-1] [INFO] [1679412846.872467421] [seq04]: Publishing FROM SEQ04: '891
[Seq04-1] [INFO] [1679412846.873411451] [seq04]: Publishing FROM SEQ04: '892
[Seq04-1] [INFO] [1679412846.874268685] [seq04]: Loop04 topic received: '890
[Seq04-1] [INFO] [1679412846.874821033] [seq04]: Publishing FROM SEQ04: '893
[Seq04-1] [INFO] [1679412846.875403343] [seq04]: Loop04 topic received: '891
[Seq04-1] [INFO] [1679412846.875794840] [seq04]: Publishing FROM SEQ04: '894
[Seq04-1] [INFO] [1679412846.877315107] [seq04]: Publishing FROM SEQ04: '895
[Seq04-1] [INFO] [1679412846.878321507] [seq04]: Loop04 topic received: '894
[Seq04-1] [INFO] [1679412846.878749559] [seq04]: Publishing FROM SEQ04: '896
[Seq04-1] [INFO] [1679412846.879349740] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.879746792] [seq04]: Publishing FROM SEQ04: '897
[Seq04-1] [INFO] [1679412846.880539638] [seq04]: Publishing FROM SEQ04: '898
[Seq04-1] [INFO] [1679412846.881492909] [seq04]: Publishing FROM SEQ04: '899
[Seq04-1] [INFO] [1679412846.882374661] [seq04]: Loop04 topic received: '897
[Seq04-1] [INFO] [1679412846.882920676] [seq04]: Publishing FROM SEQ04: '900
[Seq04-1] [INFO] [1679412846.883489172] [seq04]: Loop04 topic received: '898
[Seq04-1] [INFO] [1679412846.883880206] [seq04]: Publishing FROM SEQ04: '901
[Seq04-1] [INFO] [1679412846.885527175] [seq04]: Publishing FROM SEQ04: '902
[Seq04-1] [INFO] [1679412846.886417001] [seq04]: Loop04 topic received: '899
[Seq04-1] [INFO] [1679412846.886811221] [seq04]: Publishing FROM SEQ04: '903
[Seq04-1] [INFO] [1679412846.887447160] [seq04]: Loop04 topic received: '901
[Seq04-1] [INFO] [1679412846.887834046] [seq04]: Publishing FROM SEQ04: '904
[Seq04-1] [INFO] [1679412846.889313387] [seq04]: Publishing FROM SEQ04: '905
[Seq04-1] [INFO] [1679412846.890371935] [seq04]: Publishing FROM SEQ04: '906
[Seq04-1] [INFO] [1679412846.891086429] [seq04]: Loop04 topic received: '904
[Seq04-1] [INFO] [1679412846.891413575] [seq04]: Publishing FROM SEQ04: '907
[Seq04-1] [INFO] [1679412846.892162958] [seq04]: Publishing FROM SEQ04: '908
[Seq04-1] [INFO] [1679412846.892877045] [seq04]: Publishing FROM SEQ04: '909
[Seq04-1] [INFO] [1679412846.894879734] [seq04]: Publishing FROM SEQ04: '910
[Seq04-1] [INFO] [1679412846.897994563] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.898383208] [seq04]: Publishing FROM SEQ04: '911
[Seq04-1] [INFO] [1679412846.900117158] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.900478155] [seq04]: Publishing FROM SEQ04: '912
[Seq04-1] [INFO] [1679412846.903816334] [seq04]: Publishing FROM SEQ04: '913
[Seq04-1] [INFO] [1679412846.907538065] [seq04]: Loop04 topic received: '913
[Seq04-1] [INFO] [1679412846.908769574] [seq04]: Publishing FROM SEQ04: '914
[Seq04-1] [INFO] [1679412846.917099993] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.917494712] [seq04]: Publishing FROM SEQ04: '915
[Seq04-1] [INFO] [1679412846.920675114] [seq04]: Publishing FROM SEQ04: '916
[Seq04-1] [INFO] [1679412846.921925716] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.923018874] [seq04]: Publishing FROM SEQ04: '917
[Seq04-1] [INFO] [1679412846.924311883] [seq04]: Publishing FROM SEQ04: '918
[Seq04-1] [INFO] [1679412846.925736391] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.927140955] [seq04]: Publishing FROM SEQ04: '919
[Seq04-1] [INFO] [1679412846.929041977] [seq04]: Loop04 topic received: '919
[Seq04-1] [INFO] [1679412846.929395030] [seq04]: Publishing FROM SEQ04: '920
[Seq04-1] [INFO] [1679412846.931691568] [seq04]: Publishing FROM SEQ04: '921
[Seq04-1] [INFO] [1679412846.933736831] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.935385615] [seq04]: Publishing FROM SEQ04: '922
[Seq04-1] [INFO] [1679412846.936890307] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.937250675] [seq04]: Publishing FROM SEQ04: '923
[Seq04-1] [INFO] [1679412846.939436770] [seq04]: Publishing FROM SEQ04: '924
[Seq04-1] [INFO] [1679412846.941482902] [seq04]: Loop04 topic received: '924
[Seq04-1] [INFO] [1679412846.943365462] [seq04]: Publishing FROM SEQ04: '925
[Seq04-1] [INFO] [1679412846.945653038] [seq04]: Publishing FROM SEQ04: '926
[Seq04-1] [INFO] [1679412846.946935546] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.947286248] [seq04]: Publishing FROM SEQ04: '927
[Seq04-1] [INFO] [1679412846.948828069] [seq04]: Publishing FROM SEQ04: '928
[Seq04-1] [INFO] [1679412846.950999368] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.952240858] [seq04]: Publishing FROM SEQ04: '929
[Seq04-1] [INFO] [1679412846.954004975] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.954370509] [seq04]: Publishing FROM SEQ04: '930
[Seq04-1] [INFO] [1679412846.957999778] [seq04]: Publishing FROM SEQ04: '931
[Seq04-1] [INFO] [1679412846.960017041] [seq04]: Loop04 topic received: '930
[Seq04-1] [INFO] [1679412846.960373390] [seq04]: Publishing FROM SEQ04: '932
[Seq04-1] [INFO] [1679412846.962681169] [seq04]: Publishing FROM SEQ04: '933
[Seq04-1] [INFO] [1679412846.964697265] [seq04]: Loop04 topic received: '933
[Seq04-1] [INFO] [1679412846.965063707] [seq04]: Publishing FROM SEQ04: '934
[Seq04-1] [INFO] [1679412846.967427911] [seq04]: Publishing FROM SEQ04: '935
[Seq04-1] [INFO] [1679412846.968690939] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.969047658] [seq04]: Publishing FROM SEQ04: '936
[Seq04-1] [INFO] [1679412846.971846211] [seq04]: Publishing FROM SEQ04: '937
[Seq04-1] [INFO] [1679412846.973303941] [seq04]: Loop04 topic received: '937
[Seq04-1] [INFO] [1679412846.973746475] [seq04]: Publishing FROM SEQ04: '938
[Seq04-1] [INFO] [1679412846.976029031] [seq04]: Publishing FROM SEQ04: '939
[Seq04-1] [INFO] [1679412846.977959369] [seq04]: Loop04 topic received: '939
[Seq04-1] [INFO] [1679412846.978316737] [seq04]: Publishing FROM SEQ04: '940
[Seq04-1] [INFO] [1679412846.980161760] [seq04]: Publishing FROM SEQ04: '941
[Seq04-1] [INFO] [1679412846.981878543] [seq04]: Loop04 topic received: '940
[Seq04-1] [INFO] [1679412846.983820325] [seq04]: Publishing FROM SEQ04: '942
[Seq04-1] [INFO] [1679412846.985043890] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.986264214] [seq04]: Publishing FROM SEQ04: '943
[Seq04-1] [INFO] [1679412846.987970720] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.988330161] [seq04]: Publishing FROM SEQ04: '944
[Seq04-1] [INFO] [1679412846.990371831] [seq04]: Publishing FROM SEQ04: '945
[Seq04-1] [INFO] [1679412846.992351946] [seq04]: Loop04 topic received: '945
[Seq04-1] [INFO] [1679412846.992808905] [seq04]: Publishing FROM SEQ04: '946
[Seq04-1] [INFO] [1679412846.995027389] [seq04]: Publishing FROM SEQ04: '947
[Seq04-1] [INFO] [1679412846.996907986] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.998157254] [seq04]: Publishing FROM SEQ04: '948
[Seq04-1] [INFO] [1679412846.999519096] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412846.999989111] [seq04]: Publishing FROM SEQ04: '949
[Seq04-1] [INFO] [1679412847.002125058] [seq04]: Publishing FROM SEQ04: '950
[Seq04-1] [INFO] [1679412847.003883822] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.004393837] [seq04]: Publishing FROM SEQ04: '951
[Seq04-1] [INFO] [1679412847.007020187] [seq04]: Publishing FROM SEQ04: '952
[Seq04-1] [INFO] [1679412847.009674186] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.010912417] [seq04]: Publishing FROM SEQ04: '953
[Seq04-1] [INFO] [1679412847.012901440] [seq04]: Loop04 topic received: '953
[Seq04-1] [INFO] [1679412847.013263400] [seq04]: Publishing FROM SEQ04: '954
[Seq04-1] [INFO] [1679412847.015134071] [seq04]: Publishing FROM SEQ04: '955
[Seq04-1] [INFO] [1679412847.016845928] [seq04]: Loop04 topic received: '954
[Seq04-1] [INFO] [1679412847.017255722] [seq04]: Publishing FROM SEQ04: '956
[Seq04-1] [INFO] [1679412847.019050190] [seq04]: Publishing FROM SEQ04: '957
[Seq04-1] [INFO] [1679412847.021408042] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.021865354] [seq04]: Publishing FROM SEQ04: '958
[Seq04-1] [INFO] [1679412847.024327168] [seq04]: Publishing FROM SEQ04: '959
[Seq04-1] [INFO] [1679412847.025898231] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.027874271] [seq04]: Publishing FROM SEQ04: '960
[Seq04-1] [INFO] [1679412847.030497048] [seq04]: Publishing FROM SEQ04: '961
[Seq04-1] [INFO] [1679412847.032111925] [seq04]: Loop04 topic received: '961
[Seq04-1] [INFO] [1679412847.033217657] [seq04]: Publishing FROM SEQ04: '962
[Seq04-1] [INFO] [1679412847.035036144] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.035406400] [seq04]: Publishing FROM SEQ04: '963
[Seq04-1] [INFO] [1679412847.037171220] [seq04]: Publishing FROM SEQ04: '964
[Seq04-1] [INFO] [1679412847.038987466] [seq04]: Loop04 topic received: '963
[Seq04-1] [INFO] [1679412847.039356833] [seq04]: Publishing FROM SEQ04: '965
[Seq04-1] [INFO] [1679412847.041083394] [seq04]: Publishing FROM SEQ04: '966
[Seq04-1] [INFO] [1679412847.046062116] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.047283496] [seq04]: Publishing FROM SEQ04: '967
[Seq04-1] [INFO] [1679412847.048907391] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.049272666] [seq04]: Publishing FROM SEQ04: '968
[Seq04-1] [INFO] [1679412847.050738526] [seq04]: Publishing FROM SEQ04: '969
[Seq04-1] [INFO] [1679412847.055135141] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.055512619] [seq04]: Publishing FROM SEQ04: '970
[Seq04-1] [INFO] [1679412847.057771028] [seq04]: Publishing FROM SEQ04: '971
[Seq04-1] [INFO] [1679412847.060048437] [seq04]: Loop04 topic received: '971
[Seq04-1] [INFO] [1679412847.060416082] [seq04]: Publishing FROM SEQ04: '972
[Seq04-1] [INFO] [1679412847.063864538] [seq04]: Publishing FROM SEQ04: '973
[Seq04-1] [INFO] [1679412847.065268416] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.065708895] [seq04]: Publishing FROM SEQ04: '974
[Seq04-1] [INFO] [1679412847.067766546] [seq04]: Publishing FROM SEQ04: '975
[Seq04-1] [INFO] [1679412847.069782938] [seq04]: Loop04 topic received: '975
[Seq04-1] [INFO] [1679412847.070143509] [seq04]: Publishing FROM SEQ04: '976
[Seq04-1] [INFO] [1679412847.072715305] [seq04]: Publishing FROM SEQ04: '977
[Seq04-1] [INFO] [1679412847.074269627] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.075379952] [seq04]: Publishing FROM SEQ04: '978
[Seq04-1] [INFO] [1679412847.077756434] [seq04]: Publishing FROM SEQ04: '979
[Seq04-1] [INFO] [1679412847.079531643] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.080772170] [seq04]: Publishing FROM SEQ04: '980
[Seq04-1] [INFO] [1679412847.082877340] [seq04]: Loop04 topic received: '980
[Seq04-1] [INFO] [1679412847.083237041] [seq04]: Publishing FROM SEQ04: '981
[Seq04-1] [INFO] [1679412847.085091582] [seq04]: Publishing FROM SEQ04: '982
[Seq04-1] [INFO] [1679412847.087068271] [seq04]: Loop04 topic received: '982
[Seq04-1] [INFO] [1679412847.087429935] [seq04]: Publishing FROM SEQ04: '983
[Seq04-1] [INFO] [1679412847.089690677] [seq04]: Publishing FROM SEQ04: '984
[Seq04-1] [INFO] [1679412847.091674885] [seq04]: Loop04 topic received: '984
[Seq04-1] [INFO] [1679412847.092032752] [seq04]: Publishing FROM SEQ04: '985
[Seq04-1] [INFO] [1679412847.094099311] [seq04]: Publishing FROM SEQ04: '986
[Seq04-1] [INFO] [1679412847.095778854] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.096189203] [seq04]: Publishing FROM SEQ04: '987
[Seq04-1] [INFO] [1679412847.097991374] [seq04]: Publishing FROM SEQ04: '988
[Seq04-1] [INFO] [1679412847.099926508] [seq04]: Loop04 topic received: '988
[Seq04-1] [INFO] [1679412847.100286061] [seq04]: Publishing FROM SEQ04: '989
[Seq04-1] [INFO] [1679412847.101831827] [seq04]: Publishing FROM SEQ04: '990
[Seq04-1] [INFO] [1679412847.103904422] [seq04]: Loop04 topic received: '990
[Seq04-1] [INFO] [1679412847.104263105] [seq04]: Publishing FROM SEQ04: '991
[Seq04-1] [INFO] [1679412847.106544310] [seq04]: Publishing FROM SEQ04: '992
[Seq04-1] [INFO] [1679412847.108531943] [seq04]: Loop04 topic received: '992
[Seq04-1] [INFO] [1679412847.108970255] [seq04]: Publishing FROM SEQ04: '993
[Seq04-1] [INFO] [1679412847.110955147] [seq04]: Publishing FROM SEQ04: '994
[Seq04-1] [INFO] [1679412847.113909255] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.114335770] [seq04]: Publishing FROM SEQ04: '995
[Seq04-1] [INFO] [1679412847.117046509] [seq04]: Publishing FROM SEQ04: '996
[Seq04-1] [INFO] [1679412847.119023661] [seq04]: Loop04 topic received: '996
[Seq04-1] [INFO] [1679412847.119379695] [seq04]: Publishing FROM SEQ04: '997
[Seq04-1] [INFO] [1679412847.121834084] [seq04]: Publishing FROM SEQ04: '998
[Seq04-1] [INFO] [1679412847.123745477] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.124111252] [seq04]: Publishing FROM SEQ04: '999
[Seq04-1] [INFO] [1679412847.126119792] [seq04]: Publishing FROM SEQ04: '1000
[Seq04-1] [INFO] [1679412847.128024148] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.128391016] [seq04]: Publishing FROM SEQ04: '1001
[Seq04-1] [INFO] [1679412847.131356179] [seq04]: Publishing FROM SEQ04: '1002
[Seq04-1] [INFO] [1679412847.133005593] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412847.133364108] [seq04]: Publishing FROM SEQ04: '1003
[Seq04-1] [INFO] [1679412847.135662980] [seq04]: Publishing FROM SEQ04: '1004
[Seq04-1] [INFO] [1679412847.137658021] [seq04]: Loop04 topic received: '1004
